Industry,Activity,Location,Website / Link,Linkedin Page,Size of the Company,JOB Position,Certification,Accroche,Opportunity Status,number of contact iteration
chemicals,pharmaceutical,Tunis,No,No,300-500,marketing agent,yes,E-mail,No,10
chemicals,pharmaceutical,Ariana,No,No,300-500,marketing agent,yes,E-mail,No,10
chemicals,pharmaceutical,MaNouba,No,No,300-500,marketing agent,yes,E-mail,No,10
chemicals,pharmaceutical,Nabeul,No,No,from 50 to 100,marketing agent,yes,E-mail,No,10
chemicals,pharmaceutical,Béja,No,No,from 50 to 100,marketing agent,yes,E-mail,No,10
chemicals,pharmaceutical,Kef / SIliana,No,No,300-500,marketing agent,yes,E-mail,No,10
chemicals,pharmaceutical,Sousse,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Bizerte,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Gabes,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Bizerte,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Nabeul,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,sousse,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,tunis,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sousse,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Zaghouan,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Kélibia,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Kélibia,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Nabeul,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Nabeul,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Menzel Temime,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,more than 500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,more than 500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,more than 500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,300-500,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,marketing agent,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,more than 500,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Sousse,No,No,300-500,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,from 50 to 100,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Sfax,No,No,300-500,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,300-500,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Nabeul,No,No,300-500,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,from 50 to 100,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,300-500,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Nabeul,No,No,from 50 to 100,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,from 50 to 100,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Ben Arous,No,No,300-500,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,300-500,logistics,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,from 50 to 100,responsable de qualité,No,E-mail,No,10
chemicals,pharmaceutical,Siliane,No,No,from 50 to 100,responsable de qualité,No,E-mail,No,10
chemicals,pharmaceutical,Siliane,No,No,300-500,responsable de qualité,No,E-mail,No,10
chemicals,pharmaceutical,Tunis,No,No,300-500,responsable de qualité,No,E-mail,No,10
chemicals,pharmaceutical,Siliane,No,No,from 50 to 100,responsable de qualité,No,Phone,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,responsable de qualité,No,Phone,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,responsable de qualité,No,Phone,No,10
chemicals,pharmaceutical,Tunis,No,No,from 50 to 100,responsable de qualité,No,Phone,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,responsable de qualité,No,Phone,No,10
chemicals,pharmaceutical,Ben Arous,No,No,from 50 to 100,responsable de qualité,No,Phone,No,10
Agri-food,Healthy Snacks and Natural Products,Ben Arous,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Tunis,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,from 50 to 100,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Bizerte,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sousse,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Ariana,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Zaghouan,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Zaghouan,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Bizerte,No,No,300-500,marketing agent,No,E-mail,yes,11
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,11
industrial manufacturing,aluminium manufacturing,Ariana,No,No,300-500,marketing agent,No,E-mail,yes,11
industrial manufacturing,car manufacturing,Ariana,No,No,more than 500,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Zaghouan,No,No,more than 500,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,more than 500,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Monastir,No,No,300-500,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Sfax,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Nabeul,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Zaghouan,No,No,300-500,RH,No,Phone,No,12
industrial manufacturing,car manufacturing,Beja,No,No,from 50 to 100,RH,No,Phone,No,12
industrial manufacturing,car manufacturing,Monastir,No,No,from 50 to 100,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,MaNouba,No,No,from 50 to 100,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Tunis,No,No,300-500,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Sfax,No,No,300-500,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Bizerte,No,No,from 50 to 100,Procurement Manager,No,Phone,No,17
chemicals,Cereals and Derivatives,Nabeul,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Siliana,No,No,300-500,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Nabeul,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,RH,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,RH,No,E-mail,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,17
Agri-food,Cereals and Derivatives,Sousse,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Bizerte,No,No,from 50 to 100,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Monastir,No,No,from 50 to 100,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,from 50 to 100,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,Tunis,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,Ben Arous,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Oils and Fats,MaNouba,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sousse,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,18
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Biscuits and Confectioneries,Sousse,No,No,from 50 to 100,marketing agent,No,E-mail,yes,19
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,16
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,17
Agri-food,Healthy Snacks and Natural Products,Ben Arous,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Tunis,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,from 50 to 100,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Bizerte,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sousse,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Ariana,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Zaghouan,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Zaghouan,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Bizerte,No,No,300-500,marketing agent,No,E-mail,yes,11
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,11
industrial manufacturing,aluminium manufacturing,Ariana,No,No,300-500,marketing agent,No,E-mail,yes,11
industrial manufacturing,car manufacturing,Ariana,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Zaghouan,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Monastir,No,No,300-500,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Sfax,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Nabeul,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Zaghouan,No,No,300-500,RH,No,Phone,No,12
industrial manufacturing,car manufacturing,Beja,No,No,from 50 to 100,RH,No,Phone,No,12
industrial manufacturing,car manufacturing,Monastir,No,No,from 50 to 100,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,MaNouba,No,No,from 50 to 100,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Tunis,No,No,300-500,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Sfax,No,No,300-500,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Sfax,No,No,more than 500,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Bizerte,No,No,more than 500,Procurement Manager,No,Phone,No,17
chemicals,Cereals and Derivatives,Nabeul,No,No,more than 500,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Siliana,No,No,300-500,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Nabeul,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,RH,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,RH,No,E-mail,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,17
Agri-food,Cereals and Derivatives,Sousse,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Bizerte,No,No,from 50 to 100,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Monastir,No,No,from 50 to 100,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,from 50 to 100,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,Tunis,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,Ben Arous,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Oils and Fats,MaNouba,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sousse,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,18
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Biscuits and Confectioneries,Sousse,No,No,from 50 to 100,marketing agent,No,E-mail,yes,19
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,16
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,17
Agri-food,Healthy Snacks and Natural Products,Ben Arous,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Tunis,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,11
